Stn_Id,Stn_Name,CIMIS_Region,Date,Hour_(PST),Jul,ETo_(in),qc,Precip_(in),qc,Sol_Rad_(Ly/day),qc,Vap_Pres_(mBars),qc,Air_Temp_(F),qc,Rel_Hum (%),qc,Dew_Point_(F),qc,Wind_Speed_(mph),qc,Wind_Dir (0-360),qc,Soil_Temp_(F),qc
256,Lancaster,Los Angeles Basin,11/13/2019,0600,317,0.00, ,0.00, ,0, ,5.9, ,41.9, ,66, ,31.3, ,3.0, ,95, ,53.7, 
256,Lancaster,Los Angeles Basin,11/13/2019,0700,317,0.00, ,0.00, ,54, ,4.4, ,36.9, ,60, ,24.2, ,2.6, ,92, ,53.2, 
256,Lancaster,Los Angeles Basin,11/13/2019,0800,317,0.00, ,0.00, ,366, ,5.9, ,50.2, ,48, ,31.3, ,2.4, ,88, ,52.8, 
256,Lancaster,Los Angeles Basin,11/13/2019,0900,317,0.01, ,0.00, ,642, ,7.9, ,61.8, ,42, ,38.6, ,2.1, ,40, ,52.4, 
256,Lancaster,Los Angeles Basin,11/13/2019,1000,317,0.01, ,0.00, ,1056, ,8.4, ,69.0, ,35, ,39.9, ,2.0, ,46, ,52.1, 
256,Lancaster,Los Angeles Basin,11/13/2019,1100,317,0.01,R,0.00, ,948, ,13.9, ,82.8,R,36,R,53.3,R,1.6, ,146, ,52.0, 
256,Lancaster,Los Angeles Basin,11/13/2019,1200,317,0.01,Y,0.00, ,983, ,10.3, ,80.3,Y,29,Y,45.3,Y,2.6, ,300, ,52.0, 
256,Lancaster,Los Angeles Basin,11/13/2019,1300,317,0.02,Y,0.00, ,1332, ,9.3, ,81.4,Y,25,Y,42.5,Y,2.3, ,340, ,52.3, 
256,Lancaster,Los Angeles Basin,11/13/2019,1400,317,0.01, ,0.00, ,974, ,6.6, ,80.3, ,19, ,33.7, ,2.0, ,86, ,52.8, 
256,Lancaster,Los Angeles Basin,11/13/2019,1500,317,0.01,R,0.00, ,824, ,23.5, ,96.8,R,40,R,68.2,R,2.0, ,64, ,53.6, 
256,Lancaster,Los Angeles Basin,11/13/2019,1600,317,0.00,Y,0.00, ,293, ,12.3, ,83.9,Y,31,Y,50.0,Y,4.0, ,310, ,54.5, 
256,Lancaster,Los Angeles Basin,11/13/2019,1700,317,0.00,Y,0.00, ,81, ,11.3, ,82.8,Y,30,Y,47.9,Y,3.6, ,245, ,55.5, 
256,Lancaster,Los Angeles Basin,11/13/2019,1800,317,0.00,R,0.00, ,0, ,10.7, ,75.3,R,36,R,46.3,R,4.5, ,189, ,56.3, 
256,Lancaster,Los Angeles Basin,11/13/2019,1900,317,0.00,Y,0.00, ,0, ,7.4, ,64.4,Y,36,Y,36.9,Y,3.6, ,205, ,56.7, 
256,Lancaster,Los Angeles Basin,11/13/2019,2000,317,0.00, ,0.00, ,0, ,6.8, ,60.7, ,38, ,34.8, ,3.6, ,130, ,56.9, 
256,Lancaster,Los Angeles Basin,11/13/2019,2100,317,0.00, ,0.00, ,0, ,8.1, ,59.9, ,46, ,39.0, ,2.9, ,138, ,56.8, 
256,Lancaster,Los Angeles Basin,11/13/2019,2200,317,0.00, ,0.00, ,0, ,9.7, ,58.0, ,59, ,43.7, ,4.2, ,121, ,56.6, 
256,Lancaster,Los Angeles Basin,11/13/2019,2300,317,0.00, ,0.00, ,0, ,10.1, ,57.7, ,62, ,44.8, ,3.9, ,129, ,56.2, 
256,Lancaster,Los Angeles Basin,11/13/2019,2400,317,0.00,Y,0.00, ,0, ,10.1, ,58.5,Y,60,Y,44.7,Y,3.9, ,143, ,55.9, 
256,Lancaster,Los Angeles Basin,11/14/2019,0100,318,0.00, ,0.00, ,0, ,8.3, ,55.9, ,54, ,39.6, ,3.9, ,151, ,55.5, 
256,Lancaster,Los Angeles Basin,11/14/2019,0200,318,0.00, ,0.00, ,0, ,8.3, ,55.2, ,56, ,39.6, ,3.7, ,128, ,55.1, 
256,Lancaster,Los Angeles Basin,11/14/2019,0300,318,0.00, ,0.00, ,0, ,7.8, ,55.4, ,52, ,38.1, ,3.2, ,140, ,54.7, 
256,Lancaster,Los Angeles Basin,11/14/2019,0400,318,0.00,Y,0.00, ,0, ,10.1, ,60.8,Y,56,Y,44.9,Y,3.0, ,111, ,54.4, 
256,Lancaster,Los Angeles Basin,11/14/2019,0500,318,0.00,Y,0.00, ,0, ,7.5, ,57.2,Y,47,Y,37.1,Y,3.9, ,135, ,54.1, 
256,Lancaster,Los Angeles Basin,11/14/2019,0600,318,0.00, ,0.00, ,0, ,6.2, ,50.4, ,50, ,32.4, ,3.9, ,135, ,53.8, 
256,Lancaster,Los Angeles Basin,11/14/2019,0700,318,0.00, ,0.00, ,38, ,5.3, ,43.4, ,55, ,28.3, ,3.4, ,142, ,53.5, 
256,Lancaster,Los Angeles Basin,11/14/2019,0800,318,0.00, ,0.00, ,363, ,8.4, ,55.8, ,55, ,40.0, ,1.9, ,89, ,53.2, 
256,Lancaster,Los Angeles Basin,11/14/2019,0900,318,0.01,R,0.00, ,721, ,11.7, ,73.3,R,42,R,48.7,R,2.9, ,87, ,52.9, 
256,Lancaster,Los Angeles Basin,11/14/2019,1000,318,0.01,R,0.00, ,1159, ,11.1, ,80.2,R,32,R,47.4,R,2.2, ,29, ,52.8, 
256,Lancaster,Los Angeles Basin,11/14/2019,1100,318,0.01,A,0.00, ,1135, ,13.6,Q,,S,,Q,,Q,5.2, ,282, ,52.7, 
256,Lancaster,Los Angeles Basin,11/14/2019,1200,318,0.02,Y,0.00, ,1295, ,6.9, ,81.4,Y,19,Y,35.0,Y,11.7, ,225, ,52.9, 
256,Lancaster,Los Angeles Basin,11/14/2019,1300,318,0.02,Y,0.00, ,1339, ,7.9, ,85.3,Y,19,Y,38.5,Y,12.2, ,242, ,53.3, 
256,Lancaster,Los Angeles Basin,11/14/2019,1400,318,0.02,R,0.00, ,1083, ,16.7, ,94.1,R,31,R,58.4,R,14.5, ,250, ,54.0, 
256,Lancaster,Los Angeles Basin,11/14/2019,1500,318,0.02, ,0.00, ,756, ,5.3, ,76.7, ,17, ,28.5, ,15.1, ,249, ,54.8, 
256,Lancaster,Los Angeles Basin,11/14/2019,1600,318,0.01, ,0.00, ,250, ,8.9, ,80.5, ,25, ,41.4, ,12.0, ,243, ,55.8, 
256,Lancaster,Los Angeles Basin,11/14/2019,1700,318,0.01,R,0.00, ,52, ,14.4, ,85.3,R,35,R,54.2,R,9.4, ,249, ,56.6, 
256,Lancaster,Los Angeles Basin,11/14/2019,1800,318,0.00,A,0.00, ,0, ,18.7,Q,,S,,Q,,Q,7.1, ,251, ,57.2, 
256,Lancaster,Los Angeles Basin,11/14/2019,1900,318,0.00,R,0.00, ,0, ,12.2, ,73.1,R,44,R,49.9,R,4.6, ,251, ,57.6, 
256,Lancaster,Los Angeles Basin,11/14/2019,2000,318,0.00,R,0.00, ,0, ,15.0, ,71.3,R,58,R,55.5,R,4.7, ,256, ,57.7, 
256,Lancaster,Los Angeles Basin,11/14/2019,2100,318,0.00,Y,0.00, ,0, ,10.4, ,62.1,Y,55,Y,45.6,Y,4.5, ,286, ,57.7, 
256,Lancaster,Los Angeles Basin,11/14/2019,2200,318,0.00,Y,0.00, ,0, ,8.9, ,61.1,Y,48,Y,41.5,Y,3.2, ,169, ,57.5, 
256,Lancaster,Los Angeles Basin,11/14/2019,2300,318,0.00,Y,0.00, ,0, ,11.5, ,62.4,Y,60,Y,48.3,Y,3.7, ,147, ,57.3, 
256,Lancaster,Los Angeles Basin,11/14/2019,2400,318,0.00, ,0.00, ,0, ,7.5, ,57.2, ,47, ,37.1, ,3.9, ,173, ,57.0, 
256,Lancaster,Los Angeles Basin,11/15/2019,0100,319,0.00, ,0.00, ,0, ,7.8, ,55.0, ,53, ,38.2, ,5.4, ,153, ,56.7, 
256,Lancaster,Los Angeles Basin,11/15/2019,0200,319,0.00,Y,0.00, ,0, ,9.4, ,57.0,Y,59,Y,42.9,Y,5.5, ,166, ,56.4, 
256,Lancaster,Los Angeles Basin,11/15/2019,0300,319,0.00, ,0.00, ,0, ,9.2, ,53.0, ,67, ,42.2, ,3.4, ,148, ,56.1, 
256,Lancaster,Los Angeles Basin,11/15/2019,0400,319,0.00, ,0.00, ,0, ,6.0, ,43.5, ,62, ,31.4, ,3.2, ,143, ,55.7, 
256,Lancaster,Los Angeles Basin,11/15/2019,0500,319,0.00, ,0.00, ,0, ,6.0, ,42.7, ,64, ,31.5, ,5.4, ,152, ,55.3, 
256,Lancaster,Los Angeles Basin,11/15/2019,0600,319,0.00, ,0.00, ,0, ,6.5, ,44.4, ,65, ,33.4, ,5.3, ,141, ,54.9, 
256,Lancaster,Los Angeles Basin,11/15/2019,0700,319,0.00, ,0.00, ,46, ,5.7, ,42.3, ,62, ,30.4, ,5.1, ,161, ,54.5, 
256,Lancaster,Los Angeles Basin,11/15/2019,0800,319,0.00, ,0.00, ,395, ,8.5, ,54.3, ,59, ,40.4, ,4.6, ,167, ,54.1, 
256,Lancaster,Los Angeles Basin,11/15/2019,0900,319,0.01,Y,0.00, ,706, ,11.2, ,69.9,Y,45,Y,47.6,Y,5.1, ,183, ,53.7, 
256,Lancaster,Los Angeles Basin,11/15/2019,1000,319,0.01,R,0.00, ,1067, ,12.3, ,78.5,R,37,R,50.1,R,2.2, ,210, ,53.5, 
256,Lancaster,Los Angeles Basin,11/15/2019,1100,319,0.02,R,0.00, ,1123, ,14.2, ,83.3,R,37,R,54.0,R,3.2, ,272, ,53.4, 
256,Lancaster,Los Angeles Basin,11/15/2019,1200,319,0.01, ,0.00, ,834, ,7.6, ,76.6, ,24, ,37.5, ,2.1, ,347, ,53.5, 
256,Lancaster,Los Angeles Basin,11/15/2019,1300,319,0.01,Y,0.00, ,1016, ,9.0, ,80.8,Y,25,Y,41.7,Y,2.6, ,54, ,53.8, 
256,Lancaster,Los Angeles Basin,11/15/2019,1400,319,0.01,Y,0.00, ,977, ,9.9, ,84.7,Y,24,Y,44.3,Y,2.3, ,17, ,54.3, 
256,Lancaster,Los Angeles Basin,11/15/2019,1500,319,0.01, ,0.00, ,606, ,7.4, ,79.0, ,22, ,36.7, ,1.9, ,83, ,55.0, 
256,Lancaster,Los Angeles Basin,11/15/2019,1600,319,0.00, ,0.00, ,301, ,7.4, ,77.5, ,23, ,36.6, ,1.5, ,148, ,55.8, 
256,Lancaster,Los Angeles Basin,11/15/2019,1700,319,0.00,Y,0.00, ,95, ,11.8, ,81.9,Y,32,Y,48.9,Y,2.6, ,70, ,56.6, 
256,Lancaster,Los Angeles Basin,11/15/2019,1800,319,0.00,R,0.00, ,0, ,11.8, ,73.6,R,42,R,48.9,R,4.4, ,303, ,57.1, 
256,Lancaster,Los Angeles Basin,11/15/2019,1900,319,0.00,Y,0.00, ,0, ,12.3, ,66.9,Y,55,Y,50.0,Y,4.8, ,287, ,57.5, 
256,Lancaster,Los Angeles Basin,11/15/2019,2000,319,0.00,Y,0.00, ,0, ,14.9, ,66.6,Y,67,Y,55.2,Y,4.5, ,250, ,57.6, 
256,Lancaster,Los Angeles Basin,11/15/2019,2100,319,0.00,Y,0.00, ,0, ,12.7, ,59.8,Y,72,Y,50.9,Y,4.5, ,167, ,57.5, 
256,Lancaster,Los Angeles Basin,11/15/2019,2200,319,0.00, ,0.00, ,0, ,9.8, ,53.2, ,71, ,44.0, ,3.9, ,160, ,57.3, 
256,Lancaster,Los Angeles Basin,11/15/2019,2300,319,0.00, ,0.00, ,0, ,9.9, ,53.6, ,70, ,44.2, ,4.3, ,163, ,57.0, 
256,Lancaster,Los Angeles Basin,11/15/2019,2400,319,0.00, ,0.00, ,0, ,6.5, ,43.9, ,66, ,33.4, ,3.6, ,174, ,56.6, 
256,Lancaster,Los Angeles Basin,11/16/2019,0100,320,0.00, ,0.00, ,0, ,5.9, ,41.9, ,65, ,30.9, ,4.5, ,184, ,56.2, 
256,Lancaster,Los Angeles Basin,11/16/2019,0200,320,0.00, ,0.00, ,0, ,5.3, ,40.2, ,62, ,28.4, ,3.8, ,173, ,55.8, 
256,Lancaster,Los Angeles Basin,11/16/2019,0300,320,0.00, ,0.00, ,0, ,5.3, ,38.2, ,67, ,28.3, ,3.0, ,198, ,55.3, 
256,Lancaster,Los Angeles Basin,11/16/2019,0400,320,0.00, ,0.00, ,0, ,5.9, ,40.0, ,70, ,31.2, ,3.8, ,165, ,54.8, 
256,Lancaster,Los Angeles Basin,11/16/2019,0500,320,0.00, ,0.00, ,0, ,6.4, ,42.6, ,69, ,33.2, ,3.7, ,166, ,54.4, 
256,Lancaster,Los Angeles Basin,11/16/2019,0600,320,0.00, ,0.00, ,0, ,6.1, ,40.5, ,71, ,32.0, ,2.4, ,177, ,53.9, 
256,Lancaster,Los Angeles Basin,11/16/2019,0700,320,0.00, ,0.00, ,41, ,9.2, ,47.3, ,83, ,42.4, ,3.1, ,186, ,53.4, 
256,Lancaster,Los Angeles Basin,11/16/2019,0800,320,0.00, ,0.00, ,326, ,9.6, ,51.0, ,76, ,43.6, ,3.0, ,186, ,53.0, 
256,Lancaster,Los Angeles Basin,11/16/2019,0900,320,0.01, ,0.00, ,707, ,11.3, ,60.6, ,63, ,47.8, ,2.2, ,262, ,52.6, 
256,Lancaster,Los Angeles Basin,11/16/2019,1000,320,0.01, ,0.00, ,1039, ,12.4, ,67.1, ,55, ,50.3, ,2.8, ,313, ,52.2, 
256,Lancaster,Los Angeles Basin,11/16/2019,1100,320,0.01,Y,0.00, ,1260, ,15.3, ,77.4,Y,48,Y,56.0,Y,2.1, ,17, ,52.1, 
256,Lancaster,Los Angeles Basin,11/16/2019,1200,320,0.02,Y,0.00, ,1351, ,11.7, ,79.4,Y,34,Y,48.7,Y,2.6, ,45, ,52.1, 
256,Lancaster,Los Angeles Basin,11/16/2019,1300,320,0.02,Y,0.00, ,1305, ,10.8, ,82.9,Y,28,Y,46.5,Y,3.1, ,30, ,52.3, 
256,Lancaster,Los Angeles Basin,11/16/2019,1400,320,0.02,Y,0.00, ,1130, ,11.5, ,86.5,Y,27,Y,48.3,Y,5.8, ,40, ,52.9, 
256,Lancaster,Los Angeles Basin,11/16/2019,1500,320,0.01, ,0.00, ,818, ,8.0, ,81.4, ,22, ,38.7, ,6.5, ,59, ,53.8, 
256,Lancaster,Los Angeles Basin,11/16/2019,1600,320,0.01,Y,0.00, ,454, ,10.2, ,81.5,Y,28,Y,45.2,Y,4.4, ,68, ,54.9, 
256,Lancaster,Los Angeles Basin,11/16/2019,1700,320,0.00,Y,0.00, ,94, ,12.3, ,81.1,Y,34,Y,50.0,Y,3.9, ,70, ,56.0, 
256,Lancaster,Los Angeles Basin,11/16/2019,1800,320,0.00,A,0.00, ,0, ,17.7,Q,,S,,Q,,Q,2.2, ,122, ,56.8, 
256,Lancaster,Los Angeles Basin,11/16/2019,1900,320,0.00,R,0.00, ,0, ,10.5, ,70.1,R,42,R,45.8,R,3.7, ,155, ,57.3, 
256,Lancaster,Los Angeles Basin,11/16/2019,2000,320,0.00,Y,0.00, ,0, ,8.5, ,63.3,Y,43,Y,40.2,Y,3.7, ,156, ,57.4, 
256,Lancaster,Los Angeles Basin,11/16/2019,2100,320,0.00, ,0.00, ,0, ,6.3, ,52.1, ,47, ,32.6, ,3.0, ,272, ,57.3, 
256,Lancaster,Los Angeles Basin,11/16/2019,2200,320,0.00,Y,0.00, ,0, ,6.9, ,58.2,Y,41,Y,34.9,Y,3.8, ,193, ,57.1, 
256,Lancaster,Los Angeles Basin,11/16/2019,2300,320,0.00, ,0.00, ,0, ,6.9, ,53.0, ,50, ,34.9, ,3.9, ,190, ,56.7, 
256,Lancaster,Los Angeles Basin,11/16/2019,2400,320,0.00, ,0.00, ,0, ,5.1, ,44.2, ,51, ,27.4, ,3.9, ,147, ,56.3, 
256,Lancaster,Los Angeles Basin,11/17/2019,0100,321,0.00, ,0.00, ,0, ,5.0, ,43.1, ,52, ,27.0, ,3.8, ,153, ,55.8, 
256,Lancaster,Los Angeles Basin,11/17/2019,0200,321,0.00, ,0.00, ,0, ,4.3, ,39.7, ,52, ,23.5, ,3.1, ,220, ,55.4, 
256,Lancaster,Los Angeles Basin,11/17/2019,0300,321,0.00, ,0.00, ,0, ,4.1, ,36.1, ,57, ,22.3, ,2.9, ,173, ,54.9, 
256,Lancaster,Los Angeles Basin,11/17/2019,0400,321,0.00, ,0.00, ,0, ,5.4, ,39.9, ,65, ,29.2, ,2.7, ,161, ,54.4, 
256,Lancaster,Los Angeles Basin,11/17/2019,0500,321,0.00, ,0.00, ,0, ,8.7, ,51.1, ,68, ,41.0, ,3.1, ,173, ,53.9, 
256,Lancaster,Los Angeles Basin,11/17/2019,0600,321,0.00, ,0.00, ,0, ,7.4, ,47.4, ,66, ,36.7, ,3.8, ,150, ,53.4, 
256,Lancaster,Los Angeles Basin,11/17/2019,0700,321,0.00, ,0.00, ,42, ,5.5, ,38.8, ,68, ,29.2, ,4.1, ,231, ,52.9, 
256,Lancaster,Los Angeles Basin,11/17/2019,0800,321,0.00, ,0.00, ,337, ,8.7, ,51.7, ,67, ,40.9, ,1.7, ,213, ,52.5, 
256,Lancaster,Los Angeles Basin,11/17/2019,0900,321,0.01, ,0.00, ,725, ,9.5, ,62.0, ,50, ,43.3, ,3.6, ,39, ,52.0, 
256,Lancaster,Los Angeles Basin,11/17/2019,1000,321,0.01,Y,0.00, ,1059, ,10.4, ,74.0,Y,36,Y,45.7,Y,6.3, ,33, ,51.7, 
256,Lancaster,Los Angeles Basin,11/17/2019,1100,321,0.02,Y,0.00, ,1281, ,9.3, ,79.2,Y,27,Y,42.7,Y,5.2, ,42, ,51.5, 
256,Lancaster,Los Angeles Basin,11/17/2019,1200,321,0.02,R,0.00, ,1375, ,9.5, ,84.5,R,24,R,43.3,R,8.0, ,41, ,51.6, 
256,Lancaster,Los Angeles Basin,11/17/2019,1300,321,0.01,A,0.00, ,1334, ,16.0,Q,,S,,Q,,Q,8.3, ,62, ,51.9, 
256,Lancaster,Los Angeles Basin,11/17/2019,1400,321,0.01,A,0.00, ,1139, ,17.9,Q,,S,,Q,,Q,10.0, ,68, ,52.5, 
256,Lancaster,Los Angeles Basin,11/17/2019,1500,321,0.01,Y,0.00, ,844, ,7.5, ,85.2,Y,18,Y,37.0,Y,9.1, ,78, ,53.5, 
256,Lancaster,Los Angeles Basin,11/17/2019,1600,321,0.01,Y,0.00, ,467, ,7.3, ,81.3,Y,20,Y,36.3,Y,6.6, ,91, ,54.6, 
256,Lancaster,Los Angeles Basin,11/17/2019,1700,321,0.00,R,0.00, ,99, ,11.0, ,85.8,R,26,R,47.0,R,2.9, ,114, ,55.7, 
256,Lancaster,Los Angeles Basin,11/17/2019,1800,321,0.00,R,0.00, ,0, ,7.8, ,74.8,R,26,R,38.1,R,3.7, ,160, ,56.5, 
256,Lancaster,Los Angeles Basin,11/17/2019,1900,321,0.00,Y,0.00, ,0, ,6.7, ,61.8,Y,35,Y,34.2,Y,3.4, ,136, ,57.0, 
256,Lancaster,Los Angeles Basin,11/17/2019,2000,321,0.00, ,0.00, ,0, ,6.4, ,57.9, ,39, ,33.2, ,4.0, ,192, ,57.1, 
256,Lancaster,Los Angeles Basin,11/17/2019,2100,321,0.00,Y,0.00, ,0, ,7.4, ,60.1,Y,42,Y,36.7,Y,3.5, ,168, ,57.0, 
256,Lancaster,Los Angeles Basin,11/17/2019,2200,321,0.00, ,0.00, ,0, ,4.2, ,45.0, ,41, ,22.8, ,4.0, ,151, ,56.7, 
256,Lancaster,Los Angeles Basin,11/17/2019,2300,321,0.00, ,0.00, ,0, ,3.5, ,41.3, ,40, ,18.6, ,4.7, ,162, ,56.3, 
256,Lancaster,Los Angeles Basin,11/17/2019,2400,321,0.00,Y,0.00, ,0, ,9.2, ,57.3,Y,57,Y,42.3,Y,2.3, ,247, ,55.8, 
256,Lancaster,Los Angeles Basin,11/18/2019,0100,322,0.00, ,0.00, ,0, ,3.6, ,37.7, ,47, ,19.2, ,3.6, ,188, ,55.3, 
256,Lancaster,Los Angeles Basin,11/18/2019,0200,322,0.00, ,0.00, ,0, ,3.4, ,36.3, ,47, ,18.3, ,4.2, ,173, ,54.8, 
256,Lancaster,Los Angeles Basin,11/18/2019,0300,322,0.00, ,0.00, ,0, ,3.4, ,35.6, ,48, ,17.9, ,4.1, ,159, ,54.3, 
256,Lancaster,Los Angeles Basin,11/18/2019,0400,322,0.00, ,0.00, ,0, ,3.9, ,37.0, ,52, ,21.2, ,4.5, ,150, ,53.7, 
256,Lancaster,Los Angeles Basin,11/18/2019,0500,322,0.00, ,0.00, ,0, ,3.8, ,36.2, ,53, ,20.6, ,4.3, ,138, ,53.2, 
256,Lancaster,Los Angeles Basin,11/18/2019,0600,322,0.00, ,0.00, ,0, ,3.5, ,34.9, ,51, ,18.4, ,4.0, ,117, ,52.8, 
256,Lancaster,Los Angeles Basin,11/18/2019,0700,322,0.00, ,0.00, ,41, ,3.1, ,32.6, ,50, ,16.1, ,2.2, ,202, ,52.3, 
256,Lancaster,Los Angeles Basin,11/18/2019,0800,322,0.00, ,0.00, ,329, ,4.3, ,42.3, ,47, ,23.4, ,3.9, ,225, ,51.8, 
256,Lancaster,Los Angeles Basin,11/18/2019,0900,322,0.01, ,0.00, ,711, ,7.0, ,56.5, ,45, ,35.3, ,4.1, ,232, ,51.4, 
256,Lancaster,Los Angeles Basin,11/18/2019,1000,322,0.01, ,0.00, ,1041, ,7.4, ,65.6, ,34, ,36.7, ,2.2, ,205, ,51.1, 
256,Lancaster,Los Angeles Basin,11/18/2019,1100,322,0.01,Y,0.00, ,1263, ,10.3, ,77.3,Y,32,Y,45.4,Y,2.3, ,314, ,50.9, 
256,Lancaster,Los Angeles Basin,11/18/2019,1200,322,0.02,R,0.00, ,1354, ,13.1, ,85.9,R,31,R,51.8,R,3.2, ,297, ,50.9, 
256,Lancaster,Los Angeles Basin,11/18/2019,1300,322,0.02,Y,0.00, ,1308, ,10.1, ,85.7,Y,24,Y,44.8,Y,2.4, ,336, ,51.1, 
256,Lancaster,Los Angeles Basin,11/18/2019,1400,322,0.01,Y,0.00, ,1133, ,9.5, ,87.4,Y,21,Y,43.3,Y,3.9, ,45, ,51.7, 
256,Lancaster,Los Angeles Basin,11/18/2019,1500,322,0.01,Y,0.00, ,836, ,9.1, ,87.5,Y,20,Y,42.1,Y,2.6, ,64, ,52.7, 
256,Lancaster,Los Angeles Basin,11/18/2019,1600,322,0.00,R,0.00, ,458, ,11.1, ,89.3,R,24,R,47.3,R,1.4, ,115, ,53.9, 
256,Lancaster,Los Angeles Basin,11/18/2019,1700,322,0.00,R,0.00, ,86, ,9.6, ,85.7,R,23,R,43.4,R,2.8, ,152, ,55.1, 
256,Lancaster,Los Angeles Basin,11/18/2019,1800,322,0.00,R,0.00, ,0, ,7.1, ,73.5,R,25,R,35.8,R,4.4, ,174, ,56.0, 
256,Lancaster,Los Angeles Basin,11/18/2019,1900,322,0.00,Y,0.00, ,0, ,7.9, ,67.6,Y,34,Y,38.4,Y,4.4, ,179, ,56.5, 
256,Lancaster,Los Angeles Basin,11/18/2019,2000,322,0.00,Y,0.00, ,0, ,7.1, ,63.3,Y,36,Y,35.9,Y,4.9, ,191, ,56.7, 
256,Lancaster,Los Angeles Basin,11/18/2019,2100,322,0.00, ,0.00, ,0, ,5.0, ,52.4, ,37, ,27.0, ,5.1, ,166, ,56.6, 
256,Lancaster,Los Angeles Basin,11/18/2019,2200,322,0.00, ,0.00, ,0, ,5.3, ,52.2, ,40, ,28.5, ,4.7, ,159, ,56.3, 
256,Lancaster,Los Angeles Basin,11/18/2019,2300,322,0.00, ,0.00, ,0, ,5.9, ,52.0, ,44, ,30.9, ,4.9, ,154, ,56.0, 
256,Lancaster,Los Angeles Basin,11/18/2019,2400,322,0.00, ,0.00, ,0, ,5.6, ,51.6, ,43, ,29.6, ,4.7, ,152, ,55.5, 
256,Lancaster,Los Angeles Basin,11/19/2019,0100,323,0.00, ,0.00, ,0, ,6.8, ,53.6, ,49, ,34.8, ,3.6, ,185, ,55.1, 
256,Lancaster,Los Angeles Basin,11/19/2019,0200,323,0.00, ,0.00, ,0, ,6.7, ,50.5, ,54, ,34.3, ,2.4, ,156, ,54.7, 
256,Lancaster,Los Angeles Basin,11/19/2019,0300,323,0.00,Y,0.00, ,0, ,7.9, ,54.5,Y,54,Y,38.3,Y,3.3, ,140, ,54.2, 
256,Lancaster,Los Angeles Basin,11/19/2019,0400,323,0.00, ,0.00, ,0, ,6.2, ,48.3, ,54, ,32.5, ,2.4, ,238, ,53.8, 
256,Lancaster,Los Angeles Basin,11/19/2019,0500,323,0.00, ,0.00, ,0, ,4.8, ,44.3, ,49, ,26.2, ,3.0, ,151, ,53.4, 
256,Lancaster,Los Angeles Basin,11/19/2019,0600,323,0.00, ,0.00, ,0, ,5.5, ,47.7, ,49, ,29.5, ,2.7, ,155, ,53.0, 
256,Lancaster,Los Angeles Basin,11/19/2019,0700,323,0.00, ,0.00, ,35, ,5.3, ,43.9, ,54, ,28.4, ,1.9, ,200, ,52.6, 
256,Lancaster,Los Angeles Basin,11/19/2019,0800,323,0.00, ,0.00, ,279, ,8.3, ,54.2, ,58, ,39.6, ,2.1, ,132, ,52.3, 
256,Lancaster,Los Angeles Basin,11/19/2019,0900,323,0.01,R,0.00, ,798, ,9.6, ,70.9,R,37,R,43.5,R,3.8, ,140, ,52.0, 
256,Lancaster,Los Angeles Basin,11/19/2019,1000,323,0.01,A,0.00, ,940, ,11.3,Q,,S,,Q,,Q,2.7, ,250, ,51.8, 
256,Lancaster,Los Angeles Basin,11/19/2019,1100,323,0.01,A,0.00, ,787, ,11.5,Q,,S,,Q,,Q,8.2, ,265, ,51.8, 
256,Lancaster,Los Angeles Basin,11/19/2019,1200,323,0.02,R,0.00, ,691, ,7.2, ,84.9,R,18,R,36.2,R,12.6, ,245, ,52.1, 
256,Lancaster,Los Angeles Basin,11/19/2019,1300,323,0.03,Y,0.00, ,1030, ,7.4, ,85.2,Y,18,Y,36.7,Y,18.4, ,224, ,52.5, 
256,Lancaster,Los Angeles Basin,11/19/2019,1400,323,0.02,Y,0.00, ,514, ,6.9, ,82.5,Y,18,Y,34.9,Y,19.0, ,217, ,53.1, 
256,Lancaster,Los Angeles Basin,11/19/2019,1500,323,0.01,Y,0.00, ,294, ,6.5, ,82.0,Y,17,Y,33.5,Y,18.1, ,211, ,53.8, 
256,Lancaster,Los Angeles Basin,11/19/2019,1600,323,0.01,Y,0.00, ,240, ,9.4, ,85.8,Y,22,Y,42.8,Y,15.2, ,217, ,54.5, 
256,Lancaster,Los Angeles Basin,11/19/2019,1700,323,0.01,Y,0.00, ,87, ,9.0, ,79.6,Y,26,Y,41.8,Y,12.4, ,244, ,55.1, 
256,Lancaster,Los Angeles Basin,11/19/2019,1800,323,0.01,R,0.00, ,0, ,8.9, ,74.3,R,31,R,41.6,R,9.7, ,269, ,55.6, 
256,Lancaster,Los Angeles Basin,11/19/2019,1900,323,0.00,R,0.00, ,0, ,8.8, ,68.8,R,37,R,41.2,R,5.6, ,281, ,56.0, 
256,Lancaster,Los Angeles Basin,11/19/2019,2000,323,0.00,R,0.00, ,0, ,13.0, ,68.4,R,55,R,51.5,R,5.9, ,294, ,56.1, 
256,Lancaster,Los Angeles Basin,11/19/2019,2100,323,0.00,A,0.00, ,0, ,16.6,Q,,S,,Q,,Q,11.0, ,266, ,56.2, 
256,Lancaster,Los Angeles Basin,11/19/2019,2200,323,0.00,Y,0.00, ,0, ,11.9, ,60.4,Y,67,Y,49.2,Y,11.3, ,269, ,56.1, 
256,Lancaster,Los Angeles Basin,11/19/2019,2300,323,0.00,Y,0.00, ,0, ,12.9, ,59.7,Y,74,Y,51.4,Y,13.0, ,263, ,55.9, 
